hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,reservation_status
City Hotel,1,2017,June,26,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,May,17,0,1,1,0,0,BB,PRT,TA/TO,1,0,5,A,A,No Deposit,0,Group,1,Check-Out
City Hotel,1,2017,June,23,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,July,23,2,1,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,September,21,1,1,1,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,January,24,0,3,2,0,0,SC,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,14,0,1,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,5,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,March,14,0,4,2,0,0,BB,ITA,TA/TO,0,0,0,A,C,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2016,April,19,2,5,2,0,0,HB,PRT,Direct,0,0,0,E,E,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,May,30,1,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,September,9,1,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,November,7,2,6,1,0,0,BB,GBR,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,April,16,2,4,1,0,0,SC,AGO,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,March,24,0,3,3,0,0,Undefined,ESP,TA/TO,0,0,0,A,C,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,May,19,0,1,1,0,0,BB,PRT,TA/TO,1,0,11,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,October,20,0,3,2,0,0,BB,PRT,Direct,0,0,0,A,A,Non Refund,11,Transient,0,Canceled
Resort Hotel,0,2017,February,17,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,August,18,0,3,3,0,0,BB,SWE,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,December,28,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,June,15,2,5,2,1,1,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,July,13,0,2,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2017,March,28,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,August,5,0,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,41,Transient,0,Canceled
Resort Hotel,0,2016,June,17,1,2,1,0,0,BB,PRT,Direct,0,0,3,A,A,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,November,30,0,2,2,0,0,BB,POL,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,May,15,2,0,2,0,0,BB,BEL,Direct,0,0,0,A,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,June,17,0,0,2,0,0,BB,PRT,Direct,1,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,June,16,0,2,2,0,0,BB,ESP,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,October,22,2,2,2,2,0,BB,SWE,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,July,30,1,1,2,0,0,HB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,January,21,0,1,1,0,0,SC,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,August,23,2,3,2,0,0,BB,USA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,February,12,1,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,September,19,1,1,2,0,0,HB,FRA,TA/TO,0,0,0,A,C,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,September,4,2,0,2,0,0,BB,CHN,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,July,18,1,4,3,0,0,BB,BEL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,July,19,2,9,2,0,0,HB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,July,6,2,4,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2017,March,16,0,3,2,0,0,SC,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,June,4,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,October,2,2,1,2,0,0,SC,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,February,21,0,2,1,0,0,SC,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,January,31,0,1,1,0,0,BB,ESP,TA/TO,0,0,1,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2015,December,30,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,February,5,2,3,2,0,0,BB,SRB,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,January,23,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,June,16,2,3,2,0,0,BB,SWE,TA/TO,0,0,0,A,B,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,July,19,1,0,1,0,0,BB,PRT,Direct,1,0,1,A,E,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2015,July,24,1,2,2,0,0,HB,ESP,TA/TO,0,0,0,A,D,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2016,April,23,0,1,2,0,0,BB,ESP,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,3,0,3,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,June,18,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,September,15,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Canceled
City Hotel,0,2016,September,26,1,2,1,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,May,6,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,26,2,6,2,1,0,BB,CHE,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,March,25,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,101,Transient,0,Canceled
Resort Hotel,0,2016,March,24,0,3,2,0,0,Undefined,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,August,25,2,3,2,2,0,BB,BEL,TA/TO,0,0,0,B,B,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,July,14,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,July,7,2,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,25,1,3,3,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,June,30,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2015,July,23,0,1,2,0,0,BB,CN,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,22,1,0,2,0,0,BB,USA,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,May,11,1,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,December,5,1,0,1,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,3,Check-Out
City Hotel,0,2015,October,13,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,August,11,0,4,2,1,0,HB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,September,16,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,D,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,16,2,6,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,8,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,February,7,1,0,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,August,25,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,April,30,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,A,C,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,November,3,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,2015,November,16,1,3,1,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2015,August,11,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,September,25,1,2,1,0,0,BB,GBR,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,January,1,0,1,2,3,0,BB,PRT,Direct,0,0,0,A,G,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,20,4,6,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,September,12,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,March,3,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,F,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,8,1,2,3,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,May,3,0,4,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,May,19,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,December,30,0,2,2,0,0,HB,PRT,Direct,1,0,1,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,April,14,1,2,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,April,11,0,3,2,0,0,BB,DNK,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,January,27,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,July,1,0,2,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,5,0,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,259,Transient-Party,0,Check-Out
City Hotel,0,2015,August,21,2,2,2,0,0,HB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,October,5,1,0,1,0,0,BB,USA,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
City Hotel,1,2015,August,14,0,2,2,0,0,HB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
City Hotel,1,2016,August,14,2,1,3,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,June,2,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,September,13,2,4,1,0,0,BB,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,April,21,2,3,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,April,16,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,April,24,1,3,1,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,April,28,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,August,10,0,3,0,2,0,BB,MAR,TA/TO,0,0,0,B,B,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2016,September,18,2,1,2,0,1,HB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,January,18,1,0,1,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,May,10,0,2,2,0,0,BB,PRT,Direct,0,0,0,A,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,December,5,2,1,2,0,0,Undefined,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,December,5,2,1,2,1,0,BB,PRT,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,February,17,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,March,11,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2015,September,19,2,5,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,July,6,0,3,2,0,0,BB,GBR,Direct,0,0,0,D,C,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,August,21,0,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,February,21,2,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,44,Transient,0,Canceled
City Hotel,0,2015,September,18,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,January,10,0,2,2,0,0,BB,PRT,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,May,25,0,4,2,0,0,BB,AUT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,July,27,0,3,1,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,September,21,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,September,16,0,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,May,2,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,June,22,0,3,2,0,0,HB,POL,Direct,0,0,0,A,A,No Deposit,75,Transient-Party,0,Check-Out
City Hotel,1,2015,August,22,2,1,2,0,0,HB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2017,February,19,2,2,2,1,0,BB,FRA,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,August,7,2,4,3,1,0,BB,PRT,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,June,18,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
City Hotel,0,2017,March,6,1,1,2,0,0,BB,ISR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,February,27,1,1,2,0,0,FB,ESP,Direct,0,0,0,A,C,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,October,24,1,2,3,0,0,BB,CHE,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,February,3,1,2,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,October,23,2,2,2,0,0,BB,CN,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,March,30,1,4,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,December,3,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,July,12,0,3,2,0,1,HB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,November,14,1,1,1,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,June,6,1,3,1,0,0,BB,CZE,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,February,26,1,2,2,0,0,BB,POL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,March,18,2,1,2,0,0,BB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,14,2,5,2,2,0,BB,FRA,Direct,0,0,0,G,G,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,March,4,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,May,13,0,1,1,0,0,BB,JPN,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,September,15,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,August,3,0,2,3,0,0,BB,USA,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,19,2,2,2,0,0,BB,DEU,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,12,2,1,3,0,0,BB,MYS,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,November,18,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,22,0,2,1,0,0,BB,ESP,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,November,20,2,1,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,17,1,1,1,0,0,BB,USA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,November,8,2,5,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,December,27,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,August,13,2,1,3,0,0,BB,CHE,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,May,11,2,3,2,0,0,BB,BEL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,September,28,1,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Contract,0,Canceled
Resort Hotel,1,2017,July,27,2,7,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,December,10,0,1,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,July,21,0,2,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,December,8,0,3,2,1,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,October,3,1,1,2,0,0,BB,PRT,Corporate,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,April,3,1,1,2,0,0,BB,ISR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,January,6,0,4,2,0,0,BB,ITA,TA/TO,1,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,June,1,2,3,2,0,0,BB,PRT,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,June,29,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,September,30,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,May,3,0,0,1,0,0,BB,BRA,Direct,1,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,April,24,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,7,1,3,2,2,0,BB,SWE,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,9,0,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,May,31,0,1,2,0,0,SC,LUX,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,October,13,0,3,1,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,May,19,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,120,Transient,0,Canceled
Resort Hotel,0,2017,February,26,1,0,2,0,0,BB,ESP,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,March,18,1,2,2,0,0,SC,POL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,March,31,0,1,2,1,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,31,2,4,2,0,0,BB,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2015,August,17,2,5,2,1,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,October,21,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,March,1,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,11,0,5,2,0,0,BB,NOR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,February,9,0,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,December,16,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,December,30,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,July,17,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,July,24,1,0,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,April,5,0,4,3,0,0,BB,GBR,TA/TO,0,0,0,A,C,No Deposit,0,Transient-Party,1,Check-Out
City Hotel,0,2016,May,8,2,1,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,April,9,1,1,2,0,0,BB,PRT,TA/TO,0,11,25,A,A,No Deposit,31,Transient-Party,0,Canceled
City Hotel,0,2016,May,10,0,3,1,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,July,14,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2017,February,17,1,2,2,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2017,August,8,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,March,30,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,April,29,2,1,2,0,0,BB,ESP,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,3,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2017,July,28,3,7,2,0,0,BB,IRL,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,November,11,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,July,15,0,2,2,0,0,BB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,7,0,1,1,0,0,SC,ISR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,May,31,0,3,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,September,12,2,5,3,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
